"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"41651.762778";"Velocidade média (GPS)";"28.581455217999288";"km/h";"-22.58674629";"-43.28552024";
"41652.9996437";"Altitude (GPS)";"14.95184326171875";"m";"-22.58665454";"-43.28548114";
"41652.9996437";"Velocidade (GPS)";"31.248001098632812";"km/h";"-22.58665454";"-43.28548114";
"41652.9996437";"Velocidade média (GPS)";"28.652715593359385";"km/h";"-22.58665454";"-43.28548114";
"41654.2488938";"Altitude (GPS)";"14.953857421875";"m";"-22.58656506";"-43.28544867";
"41654.2488938";"Velocidade (GPS)";"32.004001235961915";"km/h";"-22.58656506";"-43.28544867";
"41654.2488938";"Velocidade média (GPS)";"28.740793655251895";"km/h";"-22.58656506";"-43.28544867";
"41655.4891175";"Altitude (GPS)";"14.773193359375";"m";"-22.58646277";"-43.28541518";
"41655.4891175";"Velocidade (GPS)";"31.572001647949218";"km/h";"-22.58646277";"-43.28541518";
"41655.4891175";"Velocidade média (GPS)";"28.81278698908262";"km/h";"-22.58646277";"-43.28541518";
"41656.7704807";"Altitude (GPS)";"15.11865234375";"m";"-22.58635965";"-43.28538202";
"41656.7704807";"Velocidade (GPS)";"34.8120002746582";"km/h";"-22.58635965";"-43.28538202";
"41656.7704807";"Velocidade média (GPS)";"28.966363034288285";"km/h";"-22.58635965";"-43.28538202";
"41658.014723";"Altitude (GPS)";"12.43634033203125";"m";"-22.58625517";"-43.2853615";
"41658.014723";"Velocidade (GPS)";"30.70799903869629";"km/h";"-22.58625517";"-43.2853615";
"41658.014723";"Velocidade média (GPS)";"29.008606794612955";"km/h";"-22.58625517";"-43.2853615";
"41659.2753508";"Altitude (GPS)";"12.9404296875";"m";"-22.58616071";"-43.28532726";
"41659.2753508";"Velocidade (GPS)";"31.68000068664551";"km/h";"-22.58616071";"-43.28532726";
"41659.2753508";"Velocidade média (GPS)";"29.07267930396872";"km/h";"-22.58616071";"-43.28532726";
"41660.5324263";"Altitude (GPS)";"12.83087158203125";"m";"-22.58606985";"-43.28528443";
"41660.5324263";"Velocidade (GPS)";"30.095998764038086";"km/h";"-22.58606985";"-43.28528443";
"41660.5324263";"Velocidade média (GPS)";"29.096582882155467";"km/h";"-22.58606985";"-43.28528443";
"41661.807144";"Altitude (GPS)";"13.4088134765625";"m";"-22.5859899";"-43.28522707";
"41661.807144";"Velocidade (GPS)";"30.492000961303713";"km/h";"-22.5859899";"-43.28522707";
"41661.807144";"Velocidade média (GPS)";"29.128870169061095";"km/h";"-22.5859899";"-43.28522707";
"41663.0484308";"Altitude (GPS)";"13.9635009765625";"m";"-22.58592404";"-43.28515512";
"41663.0484308";"Velocidade (GPS)";"30.02400054931641";"km/h";"-22.58592404";"-43.28515512";
"41663.0484308";"Velocidade média (GPS)";"29.14859443554168";"km/h";"-22.58592404";"-43.28515512";
"41664.2961966";"Altitude (GPS)";"14.34124755859375";"m";"-22.58589753";"-43.28504894";
"41664.2961966";"Velocidade (GPS)";"31.175999450683594";"km/h";"-22.58589753";"-43.28504894";
"41664.2961966";"Velocidade média (GPS)";"29.19252937862087";"km/h";"-22.58589753";"-43.28504894";
"41665.5491656";"Altitude (GPS)";"14.10028076171875";"m";"-22.58587669";"-43.28494785";
"41665.5491656";"Velocidade (GPS)";"30.275999450683596";"km/h";"-22.58587669";"-43.28494785";
"41665.5491656";"Velocidade média (GPS)";"29.215603721609614";"km/h";"-22.58587669";"-43.28494785";
"41666.8876715";"Altitude (GPS)";"15.17926025390625";"m";"-22.58586563";"-43.28483789";
"41666.8876715";"Velocidade (GPS)";"31.463999176025393";"km/h";"-22.58586563";"-43.28483789";
"41666.8876715";"Velocidade média (GPS)";"29.265618692821796";"km/h";"-22.58586563";"-43.28483789";
"41668.1404993";"Altitude (GPS)";"15.02496337890625";"m";"-22.58585368";"-43.28472814";
"41668.1404993";"Velocidade (GPS)";"30.924000549316407";"km/h";"-22.58585368";"-43.28472814";
"41668.1404993";"Velocidade média (GPS)";"29.299444156133344";"km/h";"-22.58585368";"-43.28472814";
"41669.3843242";"Altitude (GPS)";"15.6873779296875";"m";"-22.58583176";"-43.28462283";
"41669.3843242";"Velocidade (GPS)";"31.68000068664551";"km/h";"-22.58583176";"-43.28462283";
"41669.3843242";"Velocidade média (GPS)";"29.34669223017265";"km/h";"-22.58583176";"-43.28462283";
"41670.6381023";"Altitude (GPS)";"16.68853759765625";"m";"-22.585822";"-43.28451393";
"41670.6381023";"Velocidade (GPS)";"31.5";"km/h";"-22.585822";"-43.28451393";
"41670.6381023";"Velocidade média (GPS)";"29.388927661227537";"km/h";"-22.585822";"-43.28451393";
"41671.8853821";"Altitude (GPS)";"17.2073974609375";"m";"-22.58581061";"-43.28441379";
"41671.8853821";"Velocidade (GPS)";"32.4";"km/h";"-22.58581061";"-43.28441379";
"41671.8853821";"Velocidade média (GPS)";"29.446556900416514";"km/h";"-22.58581061";"-43.28441379";
"41673.1412664";"Altitude (GPS)";"16.92974853515625";"m";"-22.5858001";"-43.28430297";
"41673.1412664";"Velocidade (GPS)";"31.895998764038087";"km/h";"-22.5858001";"-43.28430297";
"41673.1412664";"Velocidade média (GPS)";"29.492867521214837";"km/h";"-22.5858001";"-43.28430297";
"41674.401767";"Altitude (GPS)";"17.81671142578125";"m";"-22.5858067";"-43.2841914";
"41674.401767";"Velocidade (GPS)";"31.5";"km/h";"-22.5858067";"-43.2841914";
"41674.401767";"Velocidade média (GPS)";"29.530246331448957";"km/h";"-22.5858067";"-43.2841914";
"41675.6420172";"Altitude (GPS)";"19.22607421875";"m";"-22.58580762";"-43.28408315";
"41675.6420172";"Velocidade (GPS)";"30.924000549316407";"km/h";"-22.58580762";"-43.28408315";
"41675.6420172";"Velocidade média (GPS)";"29.55532555987566";"km/h";"-22.58580762";"-43.28408315";
"41676.8983036";"Altitude (GPS)";"18.0374755859375";"m";"-22.58585118";"-43.28398833";
"41676.8983036";"Velocidade (GPS)";"32.363999176025395";"km/h";"-22.58585118";"-43.28398833";
"41676.8983036";"Velocidade média (GPS)";"29.605602539703398";"km/h";"-22.58585118";"-43.28398833";
"41678.1270251";"Altitude (GPS)";"18.59210205078125";"m";"-22.58590779";"-43.28389331";
"41678.1270251";"Velocidade (GPS)";"32.975999450683595";"km/h";"-22.58590779";"-43.28389331";
